RB, JJS, IN, 2
JJ, VBN, VBN, 6
WDT, VBD, IN, 38
VBZ, PRP, VBG, 8
WRB, VBG, VBZ, 4
VBD, NNS, WRB, 4
CC, WDT, NN, 4
PRP$, NNS, WP, 4
NNS, WDT, EX, 3
RP, NN, CC, 7
JJR, NN, PRP$, 1
NN, WRB, JJS, 2
VBZ, PRP, VBN, 5
JJS, CD, VBG, 2
PRP, NNP, VBP, 2
RB, WRB, VBZ, 1
NNS, PRP, JJ, 2
NN, NN, CC, 1562
IN, PRP, JJ, 33
RB, DT, VBN, 44
IN, JJ, WRB, 11
PRP$, VBZ, VBN, 1
WRB, VBP, CD, 1
TO, CD, RP, 1
VBP, DT, NN, 593
PRP$, NNS, VB, 6
TO, DT, CD, 16
VB, IN, VB, 1
DT, DT, JJS, 2
RB, RBR, CC, 6
LS, JJR, JJ, 1
IN, WDT, PRP, 154
NN, RB, VB, 91
TO, RBR, VB, 1
VBZ, NNS, WDT, 2
RBR, JJ, EX, 1
NN, IN, NNS, 1648
PRP$, JJ, DT, 5
RB, JJR, VBD, 3
VBZ, DT, PRP$, 1
IN, IN, VBD, 4
RBR, IN, CD, 16
VBP, PRP, WP, 3
RB, WRB, RB, 9
CC, PRP, WP, 1
VB, JJS, CC, 3
IN, JJ, RBR, 1
DT, JJR, RB, 2
DT, NNS, WP$, 8
IN, DT, VBZ, 74
VB, WP, TO, 8
VBN, CC, JJ, 75
EX, VBG, TO, 1
VBD, IN, PRP$, 345
VBP, VBD, NN, 2
VBP, RBR, DT, 1
VBP, VBN, NN, 53
MD, PRP, VBZ, 2
VBN, RB, VBP, 4
RBR, NNS, VB, 3
NNP, RB, CC, 2
RBR, IN, MD, 1
VBN, JJ, NNS, 124
JJR, IN, WP, 2
NNS, MD, CD, 2
VBG, VBP, CC, 1
VBD, CC, NNS, 6
TO, NNP, NNS, 8
VBD, VB, CC, 2
NNS, WRB, PRP, 75
VBG, VBN, TO, 22
DT, VBP, DT, 14
CD, RB, WRB, 1
RP, IN, JJR, 2
VBG, VBZ, TO, 2
WRB, IN, RB, 2
VBG, VBN, VBN, 5
VBG, JJ, VBG, 2
DT, RBR, IN, 34
VBD, VB, EX, 1
VBG, PRP, PRP, 14
PRP, RBR, VBP, 1
RP, VBD, TO, 1
NN, RBR, JJ, 16
DT, JJR, VBZ, 2
TO, NNS, JJ, 5
VBN, CC, PRP$, 14
CC, VBG, WDT, 1
VBG, CC, VBG, 117
PRP, DT, VBD, 24
PRP$, JJS, RB, 2
NN, IN, PRP$, 1771
TO, WDT, PRP$, 3
PRP, -NONE-, VBD, 2
JJR, VBN, IN, 7
VB, CC, VB, 164
WDT, EX, VBZ, 9
PRP, VBP, VBP, 43
RP, PRP, IN, 1
VBN, RB, RBR, 7
VB, RBR, TO, 3
JJR, NN, -NONE-, 1
NNS, NNS, VBG, 12
WRB, PRP, VBG, 1
DT, NN, VBP, 173
VBZ, CC, WDT, 1
PRP, NNS, IN, 14
NNS, VBD, CD, 11
NN, JJS, NN, 2
WDT, JJ, MD, 3
NNS, WRB, VBG, 3
WP$, NN, CC, 3
IN, VBD, VBN, 48
CC, MD, PRP, 17
PRP$, NN, PRP, 168
PRP$, PRP, DT, 1
JJ, RB, JJS, 2
JJR, JJ, VBD, 2
VB, RB, NNS, 10
NNP, NN, TO, 32
VBN, NNS, NNS, 23
VBZ, JJ, CD, 2
VBN, VBD, IN, 8
PRP$, DT, VBG, 1
DT, RB, VBP, 14
PRP, WDT, VBP, 1
NNS, DT, JJR, 5
IN, WP, RB, 7
PRP$, NN, JJ, 43
TO, VB, JJR, 75
PRP$, JJ, VBN, 9
VBD, RP, NNS, 7
TO, WDT, EX, 1
VBG, CC, PRP, 25
PRP$, NNS, JJR, 7
RB, RB, TO, 102
JJS, IN, DT, 121
VBP, WRB, CC, 2
VBN, VBN, VBZ, 1
JJS, CC, IN, 5
PRP, NNS, MD, 2
VB, VBD, DT, 11
NN, VBN, RB, 31
PRP, RP, TO, 15
VB, WP, -NONE-, 3
VB, CC, TO, 14
VBZ, RB, WRB, 5
VBZ, VBP, CC, 2
VBZ, WP, VBD, 3
PRP, CD, JJ, 1
WRB, VBZ, IN, 2
NNS, EX, PRP, 1
EX, VB, JJ, 2
CC, JJR, NNS, 34
VBD, WRB, CD, 1
WP, DT, IN, 1
RB, VBG, PRP, 59
NN, IN, WP$, 4
JJR, PRP$, JJ, 4
VB, NN, IN, 387
NN, NN, NNS, 724
RB, VB, VBZ, 3
VBN, VBD, VBN, 15
DT, JJ, PRP$, 8
RBS, RB, VBN, 7
WDT, VBG, RB, 1
NN, CC, VBN, 61
VBD, IN, CD, 64
RB, VBP, NNP, 2
VBD, VBN, TO, 342
RP, CC, IN, 23
DT, PRP$, NNS, 34
NNS, IN, JJS, 23
VBZ, VBG, VBG, 1
CC, VB, TO, 23
PRP$, JJS, JJ, 4
NN, PRP$, RB, 4
WDT, CC, IN, 3
IN, RBR, RB, 2
NNP, IN, RB, 1
NN, CC, RBR, 1
NNS, TO, CD, 6
WP, VBN, PRP, 30
RB, NNS, WDT, 5
RB, NN, NNS, 26
VBN, IN, -NONE-, 2
NNS, VBP, WRB, 11
TO, NN, JJR, 2
CC, VB, VBD, 22
NN, VB, DT, 27
NN, VBP, JJS, 5
WP, MD, VB, 131
RP, JJR, JJ, 2
NNS, WP, PRP, 22
CC, NNS, JJ, 17
IN, DT, NN, 16281
VB, WP, NN, 14
PRP$, IN, JJR, 1
IN, PRP, NN, 15
VB, JJR, IN, 38
CD, NN, VBD, 42
VBN, NN, VBG, 9
VBN, MD, RB, 5
VBZ, NNS, CD, 1
IN, NNS, CD, 7
VBZ, CD, NN, 19
IN, VBN, VBN, 4
RP, JJ, JJ, 2
JJS, JJ, DT, 3
RP, TO, VB, 94
RB, NN, RB, 21
DT, NNS, JJR, 6
PRP, PRP$, NN, 47
VBZ, VBN, NNS, 25
VBZ, VBG, CD, 1
WDT, NNS, VBZ, 3
WRB, VBG, NNS, 4
NNP, CC, DT, 5
PRP$, RB, RB, 2
CD, VBZ, JJR, 1
NN, NNS, MD, 157
WDT, NN, DT, 33
PRP, NNS, CC, 4
RP, VBN, DT, 2
DT, VBD, VBZ, 2
NNS, NN, WP$, 1
CC, PRP, JJ, 1
VBN, CC, TO, 5
VBD, NN, JJ, 22
VBN, -NONE-, RB, 2
-NONE-, VBZ, IN, 1
VB, CD, CC, 5
NNS, NNS, DT, 18
NNS, VBG, VBD, 4
NNS, VBZ, DT, 78
VB, VBD, PRP$, 2
NNS, NN, CD, 3
VBD, RP, PRP$, 47
JJ, IN, RBR, 2
VBG, NNS, PRP$, 2
CD, IN, NN, 38
WP, CC, WP, 1
WDT, NNS, TO, 6
PRP, WP$, JJ, 1
IN, JJ, JJ, 351
VB, RP, WP, 9
RBS, RB, VBG, 2
IN, NN, WP$, 2
RB, JJR, CC, 15
VBN, NN, WRB, 7
PRP$, NN, VBN, 29
WP, MD, RB, 17
IN, PRP, NNS, 9
MD, DT, NNS, 6
VB, RP, MD, 2
WRB, VBZ, DT, 8
NN, VBD, TO, 467
IN, VBZ, IN, 15
JJR, TO, RB, 1
VBP, WP, PRP, 27
PRP, WP, MD, 4
VBN, WDT, RB, 1
WDT, VBN, PRP$, 13
WDT, VBZ, RP, 2
RB, -NONE-, TO, 1
CC, VBD, VB, 4
CD, WP, MD, 4
VBZ, VBP, DT, 3
WP, VBZ, NNP, 2
CD, WP, -NONE-, 1
EX, NN, RB, 1
VBG, DT, RB, 23
IN, PRP, VBZ, 523
VBD, VBG, RB, 92
VB, JJ, CD, 4
VBD, CC, JJ, 37
IN, JJS, TO, 8
WP, VBP, PRP, 46
NNS, NNP, VBZ, 1
RBR, NN, TO, 6
MD, VB, IN, 752
VBG, TO, MD, 1
WDT, MD, VB, 197
IN, CC, DT, 30
WP, PRP, VBP, 116
NN, NNP, JJ, 3
WRB, JJS, IN, 1
VBN, CC, NNS, 20
EX, RB, VBN, 1
PRP, CD, VBD, 1
JJ, RB, VB, 17
DT, RBS, NNS, 1
VBZ, VBZ, CC, 2
VB, EX, IN, 2
CC, WDT, VBD, 3
IN, VBN, VBG, 5
VB, DT, DT, 26
RB, TO, JJR, 1
NNS, IN, NNP, 9
CD, CC, NN, 5
PRP$, IN, IN, 2
WDT, VBN, JJ, 5
VBN, -NONE-, VBP, 2
NN, WRB, CD, 7
WRB, VBN, RB, 1
CC, VBN, VBG, 6
NNS, TO, NNP, 1
VBN, RP, WRB, 3
VBD, VB, CD, 1
WDT, VBZ, VBN, 59
VBG, VBG, RP, 1
VBD, CC, PRP$, 8
PRP, NN, JJR, 1
NNS, RB, VB, 45
NN, VBZ, PRP$, 56
CC, NNP, JJ, 3
IN, NN, MD, 236
NN, PRP$, PRP, 2
VBZ, PRP, RBS, 1
RB, JJ, WP, 10
IN, CC, NNS, 18
DT, CD, JJS, 4
NN, VBN, RP, 23
JJR, JJ, CC, 27
VBZ, VBZ, IN, 4
JJ, JJ, WP, 1
RP, WP, RB, 1
JJ, NN, PRP, 621
VBZ, JJ, IN, 244
RP, CC, MD, 3
JJ, EX, JJ, 1
JJ, CD, MD, 4
IN, RB, NN, 33
VBP, NN, JJS, 1
PRP$, RB, VBD, 2
WP, VBD, NNS, 3
DT, TO, DT, 15
EX, CC, NN, 3
IN, JJ, PRP$, 7
VBZ, DT, NNS, 62
VBZ, CD, VBG, 1
VBN, RB, JJR, 4
WRB, VBN, VBG, 2
PRP, VBP, DT, 530
IN, VBD, RP, 1
VBD, WRB, DT, 17
VBD, RB, DT, 240
MD, VB, CD, 34
WRB, NNP, NN, 10
VBP, NNS, -NONE-, 1
VBZ, VBN, NN, 68
VBN, NNS, CD, 2
RBR, IN, PRP, 24
VB, IN, TO, 27
IN, JJS, IN, 66
CD, NNS, RB, 79
WDT, RB, VBP, 23
VB, CD, DT, 4
VB, VBZ, VBN, 7
DT, JJR, CD, 5
TO, VB, IN, 1491
TO, JJ, TO, 2
VBD, IN, WDT, 1
DT, VBN, CC, 39
IN, PRP$, JJR, 9
EX, DT, VBD, 1
PRP$, NN, VB, 11
TO, RB, JJR, 1
PRP, PRP, IN, 3
IN, CD, PRP, 6
JJR, DT, NN, 27
VB, RBS, NN, 1
JJ, CD, PRP, 6
IN, CC, JJS, 1
VBZ, CD, WDT, 5
NNS, VBG, TO, 52
WDT, MD, RB, 31
VBZ, RBR, DT, 1
WP, JJ, JJ, 1
RP, PRP$, NNS, 36
VBN, VBZ, VBG, 2
JJS, RB, TO, 6
VBG, CC, VB, 2
PRP$, CC, PRP$, 10
WP, IN, VBD, 2
WRB, NN, VBG, 1
VBG, RB, VB, 3
NNS, VBP, VBG, 97
VBZ, IN, PRP$, 57
NN, VBD, VBD, 35
DT, CC, VBN, 4
JJS, NN, IN, 88
VBZ, RP, DT, 6
NNS, NN, DT, 47
CC, NNP, WP, 1
VBN, IN, VBZ, 8
RBR, PRP, MD, 1
VBP, CC, IN, 11
RB, NN, VBP, 2
CD, WDT, VBZ, 8
VB, NNS, VBN, 7
VBG, EX, VBP, 1
VB, PRP$, MD, 2
VBP, WP, VBP, 1
PRP, RB, CC, 51
VBG, CD, DT, 1
VB, NNS, DT, 13
WDT, JJS, IN, 5
VBD, JJ, CD, 1
RBR, IN, VBG, 3
NN, JJS, TO, 1
DT, IN, EX, 2
IN, TO, DT, 123
JJS, RB, VBZ, 2
VBD, WRB, VBZ, 1
JJ, EX, RB, 1
VB, TO, CC, 3
VBP, VBG, JJR, 2
IN, NNS, PRP, 105
PRP, RBS, JJ, 1
CD, NN, TO, 30
CC, NN, VBN, 5
DT, IN, RB, 18
NN, RB, RB, 224
RB, PRP, PRP$, 2
WRB, VBD, VBD, 1
CC, CD, JJ, 16
WRB, EX, JJ, 1
WRB, CD, MD, 1
JJ, NN, PRP$, 78
IN, CD, VBG, 12
EX, NN, NNS, 1
VB, NNP, DT, 1
RP, CD, NNS, 6
EX, VBZ, VBN, 18
DT, CD, RB, 7
NN, VBZ, WP, 32
VBZ, CC, NN, 18
IN, DT, EX, 5
IN, NNS, WDT, 104
VBD, PRP, CD, 4
NN, VBP, WP, 2
JJS, CC, WRB, 1
NN, CC, NN, 2329
VBD, TO, EX, 1
VBD, RB, PRP$, 18
IN, TO, JJR, 1
JJR, CC, RB, 5
VB, CD, IN, 22
VBG, JJR, RB, 5
VBD, NN, NNS, 73
NNS, EX, MD, 6
PRP$, PRP, VBZ, 2
JJR, VBD, NN, 1
PRP, DT, TO, 3
JJ, JJS, IN, 1
IN, WRB, WRB, 1
VBZ, NNS, NNP, 3
PRP, JJR, NN, 7
NNS, JJ, VBN, 5
PRP, VBD, VBP, 12
NN, VBN, VBG, 9
VBG, RBS, JJ, 1
NNP, NN, WDT, 13
CD, JJ, NNP, 1
TO, CC, PRP, 1
VBZ, DT, NN, 1140
WP, JJ, IN, 9
IN, RB, DT, 167
IN, PRP, -NONE-, 1
VBP, NN, CD, 1
VBP, NNS, IN, 105
VBG, DT, WDT, 1
DT, CC, VBG, 4
WP, NNS, CD, 1
IN, WRB, NN, 8
PRP$, TO, VB, 27
VBP, VBN, WRB, 6
VBG, IN, RB, 35
JJ, IN, TO, 37
VBD, RB, CC, 86
NNS, -NONE-, VBN, 2
RP, CC, PRP$, 1
VBN, EX, CC, 1
TO, VBN, JJ, 2
VBN, JJ, IN, 123
JJ, IN, VBZ, 12
MD, RB, VBD, 1
VBP, NNP, NNS, 1
RB, NNS, RB, 7
CD, VBN, IN, 9
JJ, CC, RBR, 14
NN, VBD, NNP, 25
JJ, VBZ, DT, 38
TO, VB, PRP, 816
VBZ, WDT, VBP, 1
EX, VBN, CD, 1
CD, JJ, NN, 124
CC, VBD, WDT, 2
CC, VBZ, JJ, 23
VBZ, RB, WP, 9
NNS, WDT, VBN, 54
TO, CC, WRB, 2
WRB, RB, VBP, 8
VBN, PRP$, RB, 4
IN, PRP, CD, 3
VBZ, NN, PRP$, 3
CD, MD, CC, 1
NNS, NN, NNS, 60
VBP, CD, NNS, 31
VBZ, VBN, WP, 4
NNS, VB, NNS, 4
VBN, DT, MD, 1
VBG, RB, VBD, 3
CD, NN, JJ, 14
EX, VBZ, VBG, 1
EX, RB, IN, 2
JJR, JJ, RB, 1
PRP, CD, RB, 1
VBP, NNS, WDT, 4
TO, PRP$, EX, 1
VBZ, VBD, TO, 2
VBZ, RP, NN, 2
JJS, CC, DT, 1
VBP, IN, JJR, 4
VBD, DT, NNP, 24
PRP, PRP, RB, 29
VBN, VB, VBN, 1
JJS, NNS, WP, 5
WRB, CC, RB, 1
VBP, RB, NNP, 1
VBP, PRP, VBP, 109
JJS, CC, PRP, 3
VB, VBG, WRB, 1
NNS, PRP, CC, 9
VBZ, VB, PRP, 3
NN, WP, RB, 41
NNS, VBN, JJ, 16
WDT, NNS, DT, 35
JJR, VBN, RP, 1
NNP, VBZ, VBZ, 5
PDT, NN, IN, 2
RBR, VBN, NN, 6
JJ, JJ, CC, 128
JJS, NN, RB, 9
NNS, JJ, NNP, 2
WP, VBD, PRP$, 9
VB, NNP, NNS, 1
VBG, PRP, JJR, 6
NN, VBN, VBN, 11
RP, WP, PRP, 3
VBD, VBN, VBP, 2
VBN, NNS, RB, 34
RB, PRP$, RBS, 2
VBD, NNS, PRP$, 4
VBN, CD, CC, 6
IN, PDT, VBG, 1
PRP$, PRP$, NNS, 1
PRP$, IN, PRP, 20
CD, JJ, NNS, 142
NN, DT, DT, 35
NNP, DT, VBD, 4
VBP, JJ, NNS, 154
CD, NN, DT, 34
DT, VBN, IN, 62
JJ, CD, TO, 2
VB, RB, JJR, 31
JJS, NN, TO, 25
CD, VBN, TO, 3
TO, PRP, JJ, 4
VBG, WDT, PRP, 3
JJR, IN, MD, 1
VB, VBN, NNP, 1
IN, WDT, MD, 3
DT, RBR, DT, 2
VB, VBZ, TO, 8
NNS, CD, WP, 1
RB, NNS, VBG, 7
TO, DT, WRB, 1
NN, CD, NN, 36
RP, RB, MD, 1
NN, CC, PRP$, 245
NN, RB, WRB, 26
WDT, PRP$, NNS, 6
MD, VB, WP$, 1
VB, DT, JJR, 24
VBD, IN, NNS, 107
WDT, DT, JJS, 1
PRP, WP, VBD, 8
WP, VBD, JJ, 20
VBN, PRP, RP, 22
JJR, VBN, PRP, 2
VBD, VBG, TO, 135
VBG, RB, MD, 3
NNS, JJ, IN, 157
IN, NNP, VB, 2
CC, IN, RBR, 1
NNS, RB, TO, 51
VBD, WRB, NNS, 4
IN, CD, RB, 10
PRP, RB, TO, 64
VBD, NNS, CD, 1
NN, VB, TO, 2
VBZ, DT, DT, 10
VBD, NN, RB, 70
CD, RB, TO, 1
CC, IN, IN, 72
VBD, JJ, EX, 1
PRP, NNS, DT, 1
VBZ, CC, WRB, 3
JJ, IN, JJ, 359
VBN, NN, WP, 8
VBP, JJ, WDT, 1
VBN, EX, VBZ, 1
CC, VBG, JJR, 3
JJR, VBD, DT, 1
VBP, NNP, NN, 5
JJ, IN, PRP, 403
VBG, NN, NN, 159
CC, TO, RBR, 1
VBP, CC, VBN, 7
NN, PRP$, JJ, 87
RB, VB, CC, 39
RB, NN, JJR, 2
WRB, NN, DT, 1
CC, WRB, VBN, 2
NNP, RB, IN, 4
VB, CD, TO, 2
DT, VBZ, VBP, 1
JJ, RP, JJ, 2
VB, VBG, DT, 26
VBN, NNS, WRB, 5
JJ, PRP$, IN, 1
VBD, JJ, RBR, 1
IN, PRP, PRP$, 14
CC, TO, DT, 40
NNS, CC, VBP, 37
JJ, VBG, JJ, 2
VB, RBR, VB, 1
NN, NNS, PDT, 1
WDT, VBD, TO, 19
WRB, PRP$, VBN, 1
VBN, DT, VBG, 4
JJ, EX, PRP, 1
WRB, WRB, JJ, 1
CD, RB, JJS, 1
VBN, CC, PRP, 55
VBD, PDT, CD, 2
NNS, VBD, NNS, 44
JJ, PRP, VBP, 81
VBD, VBP, NN, 1
VB, RB, CD, 6
CD, CD, WDT, 2
VBZ, NN, CD, 1
IN, IN, JJS, 24
VBN, VBN, NNS, 10
VBP, VBG, NNP, 1
IN, VBG, VBN, 68
DT, NN, RB, 971
VBD, CD, WP, 1
VBG, VBD, VBG, 1
VBZ, CC, JJ, 8
VB, VBN, TO, 288
VBD, DT, JJS, 55
EX, RB, CC, 1
CD, VBD, NN, 3
NN, TO, NNP, 23
JJR, CC, PRP, 7
IN, DT, JJS, 178
JJ, WDT, CD, 1
CC, DT, DT, 27
VBG, CC, IN, 17
RBR, IN, VBZ, 3
RBR, VBN, WRB, 1
WP, DT, VBD, 1
VBD, NNS, JJR, 1
DT, CC, WRB, 2
NNP, RB, VBD, 3
JJ, RB, VBD, 17
CC, VBN, CD, 3
IN, PRP, VBD, 1676
VBZ, VBZ, VBN, 9
PDT, VBG, IN, 1
VBN, JJS, TO, 2
JJS, TO, RB, 1
VBN, PRP, JJ, 14
RB, CC, IN, 87
TO, NN, WRB, 4
WP, VBZ, VBP, 3
VBZ, VBN, DT, 207
VBD, JJ, JJ, 40
NNS, DT, PRP$, 2
RB, JJ, WDT, 2
RB, WP, CC, 2
WRB, TO, NNS, 1
VBZ, RP, JJ, 4
VBN, JJ, CD, 1
WP, VBG, VBD, 2
NN, WDT, NNS, 81
VBD, RB, NNS, 20
RB, NN, CD, 1
NNS, PRP$, RB, 1
VB, PRP, CC, 54
IN, JJR, JJS, 1
JJ, WRB, EX, 1
PRP, NNS, VBG, 2
PDT, JJ, NNS, 4
VBP, PRP, WRB, 9
VB, CD, NN, 19
VBZ, NNS, MD, 3
JJ, JJ, VBP, 6
RB, VB, RBR, 2
VBZ, PRP, NNP, 1
VBD, WRB, NN, 12
JJS, NN, JJ, 6
CD, MD, NN, 1
NN, VBD, RB, 931
PRP$, NN, MD, 118
EX, JJ, JJR, 1
IN, WP, TO, 1
CC, JJR, PRP$, 1
VBZ, DT, RBR, 6
VBP, IN, JJ, 104
CD, WRB, JJ, 1
VBG, RP, PRP$, 14
RBR, IN, NNS, 8
DT, RBR, CC, 5
RB, PRP$, RB, 4
NNP, NN, JJR, 2
VBP, VBP, PRP, 5
PRP, CC, VBD, 83
VBG, RBR, RB, 1
PRP, VBD, WDT, 1
PRP$, MD, IN, 2
JJR, NN, NN, 34
WRB, RB, CD, 2
VBG, VBD, VBN, 11
VB, RB, DT, 62
WDT, VBZ, EX, 1
NN, JJR, RB, 6
-NONE-, VBP, NN, 1
-NONE-, VBP, TO, 4
IN, PRP$, RBS, 14
JJ, JJ, PRP$, 2
NN, CD, WP, 4
VBP, JJS, JJ, 4
NNP, NNP, JJ, 11
DT, JJ, VBZ, 84
NN, PRP$, RBS, 1
WDT, VB, IN, 4
PRP$, PRP, VB, 1
CC, VBZ, VBD, 4
VB, IN, MD, 1
VBN, JJR, JJ, 4
VBN, PRP, RB, 68
JJR, DT, RB, 2
VBG, WP, VBD, 3
CD, WP, VBN, 5
TO, JJS, NNS, 4
RB, RB, WDT, 4
VB, DT, PRP, 5
VBZ, VBZ, VBG, 2
JJR, VBN, DT, 2
VBZ, VBP, VBN, 17
NN, NNS, PRP, 149
CD, VBG, PRP, 1
RB, VBN, IN, 782
NN, WDT, PRP, 168
VBZ, WDT, VBN, 1
VBD, VB, WP, 1
NNS, RP, CC, 1
JJR, NNS, VBD, 10
VBP, VB, PRP$, 3
VBD, NN, RP, 4
NNP, IN, IN, 4
EX, VBG, NN, 3
IN, DT, WRB, 7
VBG, JJ, CC, 19
NN, NN, WRB, 93
VBP, CC, NN, 54
DT, VBP, RB, 25
RB, VBZ, PRP$, 14
PRP, JJ, IN, 53
CC, VBP, WDT, 1
NNS, VBD, RB, 319
WDT, PRP$, JJ, 4
VB, RP, CD, 1
MD, DT, IN, 1
VBD, PRP, VBG, 41
VBP, RBS, JJ, 2
CC, RB, VBD, 166
IN, VBP, RB, 9
WRB, CC, TO, 1
VBN, IN, WP, 16
PRP, VBZ, VB, 11
DT, VBN, NNS, 292
NNS, IN, WP, 20
VBG, DT, TO, 3
VBN, VBG, TO, 25
VBZ, NN, WDT, 3
RB, RB, NNS, 10
RB, IN, PRP$, 287
RB, RB, IN, 460
WRB, PRP$, RB, 1
RB, WRB, JJ, 16
VBZ, VBN, WRB, 4
RB, IN, NNS, 183
PRP$, VBG, VBD, 1
VBZ, CD, IN, 38
VB, RP, NNP, 2
VBN, TO, PRP, 52
VBZ, VBZ, WRB, 1
NN, JJ, NNP, 2
VBG, TO, CD, 5
VBG, CC, VBZ, 2
CC, PRP, TO, 3
VBP, NNS, VBN, 8
RB, VBN, WDT, 3
VBD, NNS, NNS, 10
CC, CD, JJR, 2
VB, EX, VBZ, 1
CC, VBP, VBG, 5
DT, CD, PRP, 8
JJR, CD, JJ, 1
VB, CC, EX, 5
IN, VBN, NNS, 119
VBP, NNS, NN, 9
CD, DT, RB, 4
VBD, VBN, WDT, 4
NNS, CC, WDT, 4
VBD, WRB, JJ, 13
VBD, RP, WRB, 2
JJ, JJR, JJ, 3
TO, PRP, VBZ, 9
PDT, VBN, TO, 1
CD, JJR, IN, 1
MD, VB, JJ, 474
CC, JJ, VBG, 3
VBG, JJ, IN, 39
NNP, NNS, VBP, 5
JJ, NNS, VB, 12
RB, VBZ, NNS, 14
JJS, NNS, VBZ, 2
VBG, RB, TO, 36
NN, DT, MD, 16
PRP, VBP, NNP, 5
RP, IN, PRP, 51
DT, IN, WP, 10
VBN, NN, IN, 401
VB, MD, PRP, 1
RBR, TO, DT, 5
CC, DT, CD, 26
DT, NN, NNS, 1055
VB, PRP$, VBN, 7
DT, VBP, JJ, 11
RBR, RB, JJ, 9
VB, TO, VBG, 3
CC, PRP$, NNP, 1
NN, MD, IN, 14
VBP, WDT, MD, 1
IN, PRP$, WRB, 3
VB, JJS, IN, 3
PRP$, VBN, DT, 1
NNS, MD, TO, 5
PRP, VBG, RB, 31
IN, NNP, DT, 1
VBZ, WP, PDT, 1
IN, CC, RB, 33
EX, IN, CD, 1
VBZ, PRP$, NN, 124
JJS, VBP, DT, 1
RP, DT, IN, 6
NNS, TO, JJS, 1
VBD, VBN, MD, 6
JJ, NNS, VBG, 166
PDT, IN, DT, 8
NN, TO, RB, 19
VBG, WDT, VBD, 1
RB, CC, EX, 16
VB, WRB, VBG, 1
CD, WDT, NNS, 4
NNS, VBZ, WP, 1
RB, VBP, PRP, 177
CD, JJ, VBD, 1
VBD, PDT, PRP, 5
WDT, IN, TO, 1
IN, WP, NNP, 2
VBZ, IN, JJR, 6
RB, VB, RP, 40
IN, DT, RBS, 94
RB, WRB, VBN, 4
VBD, CC, DT, 37
VBZ, PRP, VBP, 32
PRP$, NN, WP, 26
WDT, NNS, WDT, 1
CD, DT, JJ, 6
WP, -NONE-, DT, 1
DT, PRP, MD, 43
CC, VBP, VBN, 26
VBN, VBP, CC, 1
VBD, WP, VBP, 3
CD, RBR, JJ, 3
NN, VBP, VBP, 1
IN, NNP, NNP, 46
JJ, VBG, CC, 4
RB, NNS, IN, 53
NN, RB, EX, 3
PRP, VBP, -NONE-, 4
NN, WDT, JJ, 31
RB, CC, MD, 6
CC, VBZ, RBR, 3
VBN, EX, DT, 2
WRB, DT, JJS, 2
RB, JJS, JJ, 1
CC, VBP, RBR, 1
TO, WRB, PRP, 4
PRP, VBP, TO, 286
JJ, NNS, WRB, 45
CC, RB, RBR, 16
PRP, VBD, RB, 1504
DT, VBN, JJ, 56
RB, VBZ, MD, 7
VBZ, WDT, NNS, 1
PRP, VBG, WRB, 2
NNP, VBP, TO, 1
JJ, VBN, RB, 20
NNS, RB, VBD, 107
VBD, EX, VBG, 1
CD, NNP, CC, 1
DT, RB, VBD, 26
WDT, -NONE-, VBD, 2
IN, IN, NNS, 87
VBG, NNS, WDT, 14
TO, PRP, VB, 17
VBZ, -NONE-, VBN, 1
PRP$, NN, WP$, 1
CC, VBZ, CC, 5
CD, JJS, IN, 1
NN, TO, WRB, 1
JJ, WRB, TO, 1
NNP, JJ, CC, 2
IN, PRP$, RB, 32
NNS, -NONE-, RB, 3
RP, RB, NN, 5
VBP, IN, VBG, 32
RB, RB, RB, 219
CD, IN, EX, 1
PRP$, WRB, PRP, 2
IN, EX, VBG, 8
PDT, JJ, CC, 1
VBD, CC, JJR, 1
WRB, WRB, CC, 2
EX, TO, DT, 1
IN, VBG, NNP, 2
RB, VB, VBN, 299
VB, PRP, NNS, 6
PRP, WRB, MD, 2
NN, CC, VBZ, 136
PRP$, TO, DT, 3
WDT, NNS, JJS, 1
IN, VBN, RB, 12
NN, NNS, RB, 248
NNS, PRP, VBZ, 83
JJ, VB, RP, 1
VB, PRP$, RB, 4
VB, NN, -NONE-, 9
NNP, VBZ, CC, 6
JJ, VBZ, NNS, 1
RBR, PRP, RB, 1
IN, VBZ, MD, 1
RB, WRB, VBG, 2
PRP, JJ, TO, 38
PRP$, VBG, NN, 11
RBR, VBG, NNS, 2
DT, NNS, NN, 147
NN, IN, DT, 10043
MD, IN, RB, 1
WP, DT, RB, 1
VB, RB, VBG, 18
PRP$, VBN, CC, 2
CC, VB, VBP, 2
PRP, VBZ, VBN, 315
WDT, VBD, VBP, 1
RBS, JJ, JJ, 6
PRP, VB, -NONE-, 1
DT, DT, NNP, 4
NNS, WRB, NNS, 7
JJ, NN, VBZ, 722
RP, VBG, NN, 1
NN, VB, VBZ, 2
WDT, NN, NN, 24
NN, VBD, VB, 9
RB, DT, DT, 28
VBG, JJS, JJ, 1
CD, NNS, VBD, 57
VB, WP, PRP, 44
DT, CD, DT, 4
VBZ, WRB, TO, 5
RB, VBN, DT, 212
RB, PRP, NNP, 1
PRP, JJR, PRP$, 3
VBP, VBG, NN, 30
VB, RBR, IN, 15
VB, WRB, EX, 1
VBN, VBD, RB, 15
JJS, JJ, TO, 12
VBG, DT, PRP$, 2
DT, VBG, NN, 197
